Friendly name,prefix,body,description
req_minpop,#req_minpop,~#req_minpop~,There must be at least this much population in the province.
req_mintroops,#req_mintroops,~#req_mintroops~,There must be at least this many troops in the province for the event to happen.
req_minunrest,#req_minunrest,~#req_minunrest~,There must be at least  unrest in the province for the event to happen. The value varies with +/- 25%.
req_mnr,#req_mnr,~#req_mnr~,This monster must be present somewhere in the world or the event cannot happen. The command can be used multiple times and then all of the monsters must be in the world.
req_monster,#req_monster,~#req_monster~,This monster must be present in the province.
req_mountain,#req_mountain,~#req_mountain~,"Event requires the province to have mountain or border mountain terrain. 1 = must be mountain, 0 = cannot be mountain."
req_mydominion,#req_mydominion,~#req_mydominion~,Event requires province owners dominion. 0 = must not have owners dominion.
req_myench,#req_myench,~#req_myench~,This enchantment must be active and owned by the event owner.
req_nation,#req_nation,~#req_nation~,This nation must be in play for the event to happen.
req_nearbycode,#req_nearbycode,~#req_nearbycode~,Event code must be present in a neighboring province.
req_nearbysite,#req_nearbysite,~#req_nearbysite~,Event requires [sitename] to be in the province or adjacent provinces.
req_nearowncode,#req_nearowncode,~#req_nearowncode~,Current province or neighboring province owned by the same player must have this event code.  4.12 Enchantment Requirements These commands are intended for global enchantment creation.
req_noench,#req_noench,~#req_noench~,This enchantment cannot be active.
req_noera,#req_noera,~#req_noera~,Cannot happen in this era.
req_nomnr,#req_nomnr,~#req_nomnr~,"This monster must not be present in the world or the event cannot happen. This requirement is best used with unique monsters or national heroes. This command can be used multiple times and then none of the monsters may be in the world.  For example, #req_nomnr 563 would require the Queen of Storms to not have been summoned yet. If she has already been summoned, the event can no longer happen. If she is killed, the event can happen again until she is summoned once more."
req_nomonster,#req_nomonster,~#req_nomonster~,This monster cannot be present in the province.
req_nonation,#req_nonation,~#req_nonation~,If this nation is in play the event cannot occur.
req_nopathair,#req_nopathair,~#req_nopathair~,There cannot be an Air mage of this level or higher in the province.
req_nopathall,#req_nopathall,~#req_nopathall~,"There cannot be a mage or priest of any kind of this level or higher in the province.  A single commander must fulfill all target requirements for the event to occur. Some commands may be used multiple times with different values (e.g. Monster types), in which case one of the conditions being present fulfills that requirement."
req_nopathastral,#req_nopathastral,~#req_nopathastral~,There cannot be an Astral mage of this level or higher in the province.
req_nopathblood,#req_nopathblood,~#req_nopathblood~,There cannot be a Blood mage of this level or higher in the province.
req_nopathdeath,#req_nopathdeath,~#req_nopathdeath~,There cannot be a Death mage of this level or higher in the province.
req_nopathearth,#req_nopathearth,~#req_nopathearth~,There cannot be an Earth mage of this level or higher in the province.
req_nopathfire,#req_nopathfire,~#req_nopathfire~,There cannot be a Fire mage of this level or higher in the province.
req_nopathholy,#req_nopathholy,~#req_nopathholy~,There cannot be a Priest of this level or higher in the province.
req_nopathnature,#req_nopathnature,~#req_nopathnature~,There cannot be a Nature mage of this level or higher in the province.
req_nopathwater,#req_nopathwater,~#req_nopathwater~,There cannot be a Water mage of this level or higher in the province.
req_noseason,#req_noseason,~#req_noseason~,The event cannot happen in this season.
req_nositenbr,#req_nositenbr,~#req_nositenbr~,"There cannot be this site in the province. If there is, the event cannot happen. This command only accepts the site number as an attribute."
req_notanycode,#req_notanycode,~#req_notanycode~,"Event code must not be present in the world. Can be used multiple times for an event. If the command is used multiple times, none of the codes may be present."
req_notforally,#req_notforally,~#req_notforally~,This nation and its allies cannot receive the event. In a non-disciple game this will have the same effect as req_notfornation.
req_notfornation,#req_notfornation,~#req_notfornation~,This nation cannot receive the event. The old variant req_notnation can also be used for the same effect.
req_notnation,#req_notnation,~#req_notnation~,This nation cannot receive the event. OLD VARIANT
req_noworlditem,#req_noworlditem,~#req_noworlditem~,If you figure this one out please tell me so I can add it. 
req_order,#req_order,~#req_order~,Order scale required.
req_owncapital,#req_owncapital,~#req_owncapital~,Event can only happen in event owners own capital province.  1 = only in event owners capital 0 = never in event owners capital
req_pathair,#req_pathair,~#req_pathair~,There must be an Air mage of at least this level in the province.
req_pathastral,#req_pathastral,~#req_pathastral~,There must be an Astral mage of at least this level in the province.
req_pathblood,#req_pathblood,~#req_pathblood~,There must be a Blood mage of at least this level in the province.
req_pathdeath,#req_pathdeath,~#req_pathdeath~,There must be a Death mage of at least this level in the province.
req_pathearth,#req_pathearth,~#req_pathearth~,There must be an Earth mage of at least this level in the province.
req_pathfire,#req_pathfire,~#req_pathfire~,There must be a Fire mage of at least this level in the province.
req_pathholy,#req_pathholy,~#req_pathholy~,There must be a Priest of at least this level in the province.
req_pathnature,#req_pathnature,~#req_pathnature~,There must be a Nature mage of at least this level in the province.
req_pathwater,#req_pathwater,~#req_pathwater~,There must be a Water mage of at least this level in the province.
req_permonth,#req_permonth,~#req_permonth~,This event can only happen  times per month.
req_pop0ok,#req_pop0ok,~#req_pop0ok~,The event can also happen in provinces with no population. Standard events are limited to provinces with at least 50 population (5 dekapop).
req_poptype,#req_poptype,~#req_poptype~,The province must have the correct poptype.
req_preach,#req_preach,~#req_preach~,Event has a chance of  per priest level of happening when a priest is present and preaching the teachings of his god.
req_pregame,#req_pregame,~#req_pregame~,"The event can happen before the first turn, right after the game has been created, but it will never occur otherwise. The message from this events will show up on the first turn of the game. There are no events like this in the standard game (unless you count the two introduction messages), but it can be used to create special start conditions for mods. These events must have an \u2018always rarity as no normal events will occur before the first turn."
req_prod,#req_prod,~#req_prod~,Production scale required.
req_rare,#req_rare,~#req_rare~,The event is extra rare and only has a  chance of being valid when rolled. An always event can be combined with #req_rare to set its chance of happening (per province).
req_researcher,#req_researcher,~#req_researcher~,There must be a researcher present in the province for the event to happen.
